CustomerID,Amount,Frequency,Recency,Cluster
12653.0,2209.85,43,148,0
12654.0,601.98,38,10,0
12656.0,4051.17,126,16,0
12657.0,1643.18,47,10,0
12658.0,686.05,36,18,0
12659.0,91.68,5,29,0
12660.0,245.1,13,10,0
12664.0,4881.88,37,7,0
12665.0,63.0,3,324,2
12667.0,620.13,33,57,0
12668.0,3807.15,161,11,0
12669.0,2744.0299999999997,101,150,0
12670.0,2996.05,92,9,0
12672.0,225.89999999999998,10,329,2
12673.0,610.52,42,4,0
12674.0,1970.6,83,38,0
12676.0,1331.39,45,24,0
12678.0,17628.46,165,41,0
12679.0,1113.02,48,58,0
12680.0,862.81,52,0,0
12684.0,2283.63,105,7,0
12685.0,2863.08,157,27,0
12686.0,89.14,7,371,2
12688.0,4873.8099999999995,171,113,0
12689.0,1247.61,72,25,0
12690.0,389.01,16,205,2
12691.0,1035.8,32,27,0
12693.0,855.91,39,126,0
12694.0,869.67,37,69,0
12695.0,582.1,27,6,0
12697.0,957.59,41,28,0
12701.0,797.71,53,79,0
12702.0,219.0,12,19,0
12703.0,283.55,21,70,0
12704.0,2340.84,88,6,0
12707.0,603.42,33,291,2
12708.0,2712.91,157,29,0
12709.0,9736.52,208,14,0
12710.0,1149.02,77,96,0
12712.0,4396.13,133,28,0
12713.0,848.55,38,0,0
12715.0,353.86,21,105,0
12716.0,1053.49,69,3,0
12717.0,1030.98,55,150,0
12718.0,238.25,19,70,0
12719.0,644.95,39,4,0
12721.0,2656.13,161,31,0
12722.0,997.63,53,84,0
12723.0,725.07,69,3,0
12724.0,1031.41,53,4,0
12725.0,427.8,24,370,2
12726.0,2609.1,124,27,0
12727.0,3980.7,139,10,0
12728.0,836.33,46,70,0
12729.0,453.01,26,113,0
12732.0,236.26000000000002,12,179,2
12733.0,383.95,22,233,2
12734.0,110.39999999999999,4,352,2
12735.0,779.5699999999999,43,314,2
12736.0,234.0,4,332,2
12738.0,155.35,11,371,2
12739.0,1013.04,38,77,0
12740.0,427.6,27,63,0
12743.0,546.43,134,133,0
12744.0,21279.29,222,51,0
12747.0,4196.01,103,1,0
12749.0,4090.88,199,3,0
12750.0,275.88,15,128,0
12752.0,4366.78,53,80,0
12753.0,21429.39,197,22,0
12754.0,3010.74,63,235,2
12755.0,3811.95,4,280,2
12756.0,112.07999999999998,4,86,0
12758.0,2791.59,97,116,0
12759.0,1531.44,95,51,0
12762.0,1898.52,69,7,0
12763.0,494.08,18,137,0
12764.0,1693.88,45,316,2
12769.0,1143.6,32,238,2
12770.0,1351.45,12,210,2
12772.0,892.47,55,59,0
12775.0,1386.04,66,16,0
12778.0,822.23,50,19,0
12779.0,3981.36,149,37,0
12781.0,826.74,25,63,0
12782.0,2330.92,103,4,0
12783.0,2225.91,84,1,0
12784.0,574.42,59,8,0
12785.0,311.95,14,363,2
12787.0,463.66,20,9,0
12789.0,91.85,4,64,0
12790.0,324.92,21,191,2
12791.0,192.60000000000002,2,373,2
12792.0,400.53999999999996,25,256,2
12793.0,545.48,24,334,2
12794.0,860.41,45,52,0
12795.0,430.48,14,18,0
12797.0,254.03,13,365,2
12798.0,6977.04,8,9,0
12802.0,427.58,25,186,2
12808.0,483.65000000000003,28,36,0
12809.0,489.31,25,177,2
12811.0,514.85,31,260,2
12812.0,229.64000000000001,15,44,0
12814.0,125.92,2,101,0
12815.0,1063.46,47,147,0
12816.0,572.2,29,95,0
12817.0,166.04,4,280,2
12818.0,1542.08,14,261,2
12820.0,942.34,59,2,0
12821.0,92.72,6,213,2
12822.0,948.88,46,70,0
12823.0,1759.5,5,74,0
12824.0,397.12,25,59,0
12826.0,1474.72,91,2,0
12827.0,430.15000000000003,25,5,0
12828.0,1018.71,56,2,0
12829.0,293.0,11,336,2
12830.0,6814.64,38,37,0
12831.0,215.05,9,261,2
12832.0,383.03,27,31,0
12833.0,417.38,24,144,0
12834.0,312.38,18,282,2
12836.0,2612.86,175,58,0
12837.0,134.1,12,172,2
12838.0,683.13,123,33,0
12840.0,2726.77,113,143,0
12842.0,1118.99,34,69,0
12843.0,1702.26,103,65,0
12844.0,325.96000000000004,52,28,0
12845.0,354.09,27,266,2
12847.0,871.54,91,21,0
12849.0,1050.8899999999999,51,30,0
12851.0,135.18,50,96,0
12852.0,311.55,17,294,2
12853.0,1957.1000000000001,78,134,0
12854.0,1324.5,110,78,0
12855.0,38.1,3,372,2
12857.0,1106.4,46,210,2
12863.0,521.2,5,51,0
12864.0,147.12,3,137,0
12865.0,1568.23,95,25,0
12866.0,559.12,26,282,2
12868.0,1607.0600000000002,107,185,0
12871.0,380.64,11,83,0
12872.0,599.97,66,326,2
12873.0,374.0,4,281,2
12875.0,343.2300000000001,2,142,0
12876.0,2218.02,85,57,0
12877.0,1535.77,154,3,0
12878.0,854.99,47,235,2
12879.0,573.22,10,44,0
12881.0,298.0,7,275,2
12882.0,1463.04,13,8,0
12883.0,703.47,42,24,0
12884.0,309.05,7,87,0
12885.0,1175.22,71,62,0
12886.0,1378.4,82,67,0
12888.0,354.12,5,213,2
12890.0,380.46999999999997,82,23,0
12891.0,331.0,3,185,2
12893.0,188.14,34,30,0
12895.0,372.8,22,41,0
12897.0,216.5,4,204,2
12901.0,17654.54,116,8,0
12902.0,138.68,10,264,2
12904.0,509.58,72,17,0
12906.0,2919.81,63,11,0
12908.0,750.0,2,175,2
12909.0,2178.67,91,39,0
12910.0,3075.04,75,22,0
12912.0,1662.3,24,2,0
12913.0,2483.63,50,4,0
12915.0,363.65,22,148,0
12916.0,3006.15,107,138,0
12917.0,594.0,2,127,0
12919.0,1335.19,50,7,0
12920.0,164.23,28,16,0
12922.0,405.38,28,160,0
12923.0,176.97,29,63,0
12924.0,933.7,30,87,0
12925.0,694.05,45,4,0
12928.0,2062.7000000000003,84,34,0
12929.0,117.85,8,311,2
12930.0,415.8,25,77,0
12931.0,42055.96,82,21,0
12933.0,607.53,106,23,0
12935.0,2160.7,129,1,0
12936.0,1063.9,62,16,0
12937.0,1504.27,120,14,0
12938.0,114.14,9,25,0
12939.0,11581.8,47,63,0
12940.0,913.54,99,54,0
12942.0,683.9,75,130,0
12944.0,604.51,30,35,0
12945.0,462.95,23,287,2
12947.0,1603.99,97,143,0
12948.0,2064.95,116,15,0
12949.0,4167.22,215,30,0
12950.0,1843.0,23,1,0
12951.0,1064.07,63,8,0
12952.0,1387.79,79,5,0
12953.0,329.85,17,9,0
12955.0,4757.16,180,0,0
12956.0,108.07,19,305,2
12962.0,266.39,16,6,0
12963.0,1856.63,95,7,0
12965.0,771.91,109,88,0
12966.0,160.18,10,9,0
12967.0,1660.9,19,357,2
12968.0,135.95,5,111,0
12970.0,452.24,151,6,0
12974.0,144.8,8,197,2
12976.0,738.6,22,211,2
12977.0,39.239999999999995,9,155,2
12980.0,7374.900000000001,20,157,0
12981.0,372.21999999999997,20,29,0
12982.0,390.54,28,242,2
12984.0,97.5,4,18,0
12985.0,1239.38,76,0,0
12987.0,558.7,28,73,0
12988.0,535.32,92,291,2
12989.0,6924.110000000001,64,2,0
12990.0,409.5,13,30,0
12991.0,503.76,31,22,0
12993.0,414.76,27,22,0
12994.0,974.4200000000001,61,3,0
12995.0,211.32,3,84,0
12997.0,1226.89,59,21,0
12999.0,455.88,28,195,2
13000.0,534.85,31,106,0
13002.0,120.94999999999999,7,317,2
13003.0,149.05,6,105,0
13005.0,513.7,26,173,2
13006.0,81.57,4,55,0
13008.0,229.46999999999997,14,322,2
13011.0,50.550000000000004,3,371,2
13012.0,1661.8400000000001,89,8,0
13013.0,4810.9400000000005,219,0,0
13014.0,3466.2799999999997,110,10,0
13015.0,3346.28,176,52,0
13016.0,789.89,47,72,0
13017.0,204.0,1,6,0
13021.0,2616.38,131,3,0
13023.0,689.9,40,63,0
13026.0,975.36,40,0,0
13027.0,6912.0,26,113,0
13028.0,661.3199999999999,45,22,0
13029.0,1247.5,10,30,0
13030.0,799.48,99,10,0
13032.0,1010.18,71,51,0
13033.0,190.55,11,356,2
13034.0,642.77,37,54,0
13035.0,921.88,27,73,0
13037.0,881.07,48,137,0
13038.0,908.46,28,79,0
13040.0,676.99,43,8,0
13043.0,516.42,13,272,2
13044.0,560.47,33,290,2
13045.0,305.28000000000003,18,98,0
13046.0,629.31,35,30,0
13047.0,3237.54,172,31,0
13048.0,1835.91,136,13,0
13049.0,656.6800000000001,14,63,0
13052.0,348.15000000000003,18,211,2
13055.0,1214.41,76,77,0
13058.0,271.40000000000003,8,24,0
13059.0,183.4,8,249,2
13060.0,307.53,15,253,2
13061.0,248.61,10,71,0
13062.0,346.98,11,190,2
13064.0,1119.49,69,12,0
13065.0,205.86,14,372,2
13066.0,470.8,48,23,0
13067.0,115.46000000000001,15,81,0
13068.0,344.0,2,9,0
13070.0,228.8,9,191,2
13072.0,177.15,7,266,2
13075.0,919.61,22,129,0
13077.0,729.27,112,0,0
13079.0,220.10000000000002,6,3,0
13080.0,58.08,6,178,2
13082.0,3613.63,73,125,0
13083.0,303.75,18,3,0
13085.0,416.08000000000004,22,157,0
13090.0,8910.82,155,8,0
13091.0,345.82,21,27,0
13092.0,477.83,25,70,0
13093.0,7832.47,159,275,0
13094.0,1927.3200000000002,24,20,0
13095.0,74.39999999999999,6,70,0
13099.0,207.35999999999999,1,98,0
13101.0,101.19,8,233,2
13103.0,243.94,8,39,0
13104.0,1098.48,20,2,0
13106.0,76.5,1,132,0
13107.0,1531.6200000000001,58,43,0
13108.0,350.06,10,372,2
13109.0,786.54,47,59,0
13110.0,1488.67,145,30,0
13113.0,12245.960000000001,201,0,0
13115.0,2294.78,120,11,0
13116.0,501.14,30,137,0
13117.0,984.91,76,21,0
13118.0,1197.81,79,19,0
13120.0,30.599999999999998,1,238,2
13121.0,283.73,50,268,2
13122.0,922.39,55,93,0
13126.0,2099.64,140,4,0
13127.0,259.17,15,77,0
13130.0,64.0,2,93,0
13131.0,1073.3,44,22,0
13132.0,77.3,3,261,2
13133.0,109.8,7,273,2
13134.0,1793.58,98,85,0
13135.0,3096.0,1,196,2
13136.0,2607.61,127,55,0
13138.0,962.39,63,21,0
13139.0,5064.94,170,15,0
13140.0,423.72,46,107,0
13141.0,2388.75,135,84,0
13142.0,307.09,23,18,0
13144.0,110.95,3,332,2
13145.0,618.52,6,39,0
13146.0,228.91,17,25,0
13147.0,712.8000000000001,4,9,0
13149.0,1676.06,86,13,0
13151.0,1257.8700000000001,74,295,2
13153.0,486.22,15,5,0
13155.0,971.76,85,32,0
13157.0,1741.22,87,48,0
13158.0,1201.06,79,94,0
13159.0,1437.85,121,8,0
13160.0,91.8,4,21,0
13161.0,112.75,8,312,2
13162.0,1688.29,79,121,0
13165.0,1021.48,42,45,0
13166.0,417.2,41,282,2
13167.0,791.33,65,18,0
13168.0,1319.19,131,35,0
13169.0,712.88,13,63,0
13170.0,116.00999999999999,32,26,0
13171.0,468.41,46,21,0
13173.0,353.65,43,3,0
13176.0,492.84,72,45,0
13177.0,282.45,17,64,0
13182.0,121.18,11,44,0
13183.0,3957.78,94,7,0
13184.0,1701.29,181,14,0
13185.0,71.4,1,267,2
13186.0,1575.89,79,39,0
13187.0,236.02,37,336,2
13188.0,114.60000000000001,2,10,0
13189.0,260.68,29,18,0
13192.0,911.94,63,94,0
13193.0,117.88,29,60,0
13194.0,60.7,3,135,0
13196.0,1797.78,110,10,0
13199.0,9817.12,119,3,0
13200.0,870.09,46,18,0
13203.0,869.46,57,9,0
13207.0,250.26000000000002,8,14,0
13208.0,1223.9,149,58,0
13210.0,353.48,22,93,0
13211.0,1197.42,56,9,0
13212.0,788.08,142,19,0
13213.0,1520.58,90,56,0
13216.0,333.74,5,267,2
13217.0,533.98,4,121,0
13218.0,62.63999999999999,5,126,0
13220.0,819.2900000000001,21,77,0
13221.0,847.41,66,239,2
13223.0,163.20000000000002,5,199,2
13224.0,2155.95,108,59,0
13225.0,6463.84,32,2,0
13226.0,108.21000000000001,16,272,2
13227.0,257.7,9,201,2
13228.0,358.0,2,80,0
13229.0,160.95,10,225,2
13232.0,1357.6,207,12,0
13233.0,605.12,43,73,0
13235.0,1031.07,58,211,2
13236.0,744.85,36,24,0
13238.0,700.73,31,16,0
13239.0,329.56,22,261,2
13240.0,663.65,67,95,0
13242.0,270.40000000000003,13,111,0
13243.0,600.07,58,202,2
13244.0,121.74000000000001,27,92,0
13245.0,430.5,16,50,0
13246.0,1987.3,141,17,0
13247.0,501.12,25,17,0
13248.0,465.68,26,124,0
13249.0,711.41,23,91,0
13253.0,1030.4,36,156,0
13255.0,399.51,13,8,0
13256.0,0.0,1,13,0
13258.0,698.58,38,11,0
13259.0,292.32,87,61,0
13260.0,557.62,8,60,0
13261.0,944.1,9,268,2
13262.0,200.29,11,262,2
13265.0,2107.66,91,52,0
13266.0,3834.2599999999998,187,10,0
13267.0,4521.49,211,2,0
13270.0,590.0,1,365,2
13271.0,217.38,96,36,0
13272.0,276.56,15,30,0
13273.0,138.98,16,112,0
13276.0,590.9300000000001,30,63,0
13277.0,258.4,8,15,0
13278.0,542.73,46,40,0
13279.0,137.75,9,77,0
13280.0,814.86,85,121,0
13282.0,1132.14,37,17,0
13283.0,93.66,7,59,0
13284.0,201.19,13,330,2
13285.0,2709.12,187,22,0
13291.0,361.11,42,155,0
13292.0,578.9399999999999,31,38,0
13294.0,873.74,54,189,2
13295.0,201.20000000000002,10,359,2
13296.0,87.4,5,136,0
13297.0,2089.85,59,7,0
13298.0,360.0,2,0,0
13299.0,142.5,5,267,2
13300.0,371.89,20,168,2
13301.0,618.09,81,103,0
13302.0,63.75,1,154,2
13304.0,300.42,21,350,2
13305.0,2000.86,81,3,0
13307.0,15.0,1,119,0
13308.0,1385.51,54,22,0
13309.0,1456.79,107,6,0
13310.0,1132.03,72,27,0
13311.0,598.57,26,3,0
13313.0,1555.32,78,21,0
13314.0,775.94,62,1,0
13316.0,5977.7300000000005,87,36,0
13317.0,2273.68,124,65,0
13318.0,640.76,20,0,0
13320.0,1548.7,106,77,0
13321.0,567.36,11,71,0
13322.0,199.48000000000002,25,16,0
13323.0,787.85,21,2,0
13324.0,7121.95,75,35,0
13325.0,675.3,12,81,0
13327.0,3627.77,108,38,0
13328.0,1308.48,17,315,2
13329.0,789.0,17,31,0
13330.0,1140.93,53,92,0
13332.0,350.9,21,13,0
13336.0,795.12,51,76,0
13338.0,487.02,19,157,2
13339.0,860.12,54,200,2
13340.0,10736.48,134,44,0
13341.0,775.85,42,260,2
13343.0,353.43,19,177,2
13344.0,2543.72,119,67,0
13345.0,389.5,20,287,2
13347.0,341.36,8,69,0
13348.0,233.76,14,63,0
13349.0,247.32,16,10,0
13350.0,979.12,40,15,0
13351.0,373.94,16,65,0
13352.0,397.97999999999996,24,59,0
13354.0,743.53,51,70,0
13355.0,674.7,32,121,0
13356.0,768.24,42,79,0
13357.0,609.95,90,256,2
13358.0,439.03,29,268,2
13359.0,439.56,23,63,0
13362.0,3090.7400000000002,166,8,0
13363.0,992.5,60,17,0
13364.0,134.95999999999998,10,70,0
13365.0,2225.37,128,33,0
13366.0,56.160000000000004,1,49,0
13368.0,623.4,29,256,2
13369.0,308.28000000000003,14,365,2
13370.0,754.87,39,371,2
13372.0,378.64,23,89,0
13373.0,3312.25,158,60,0
13375.0,778.65,37,88,0
13376.0,1019.76,53,98,0
13379.0,572.56,97,25,0
13381.0,3639.31,172,31,0
13382.0,222.99,15,280,2
13384.0,4151.93,152,30,0
13385.0,534.57,35,329,2
13388.0,677.1,35,130,0
13389.0,797.96,51,10,0
13390.0,544.08,13,74,0
13391.0,59.8,1,203,2
13394.0,2520.02,155,1,0
13395.0,307.72,21,184,2
13396.0,1360.99,43,28,0
13397.0,1544.13,38,72,0
13398.0,457.34,26,191,2
13402.0,621.23,39,126,0
13403.0,75.0,3,17,0
13404.0,252.49,11,0,0
13405.0,572.451,27,73,0
13410.0,1003.06,28,23,0
13411.0,213.55,18,106,0
13414.0,1390.5,24,133,0
13416.0,712.5,19,43,0
13417.0,640.83,28,4,0
13419.0,221.06,16,63,0
13420.0,159.85,8,149,2
13421.0,1851.08,104,39,0
13422.0,2626.3,127,63,0
13425.0,1624.21,78,107,0
13426.0,3641.32,157,0,0
13427.0,582.6,29,18,0
13428.0,218.47,74,9,0
13429.0,1006.8,67,10,0
13430.0,679.45,49,18,0
13431.0,1269.1,46,66,0
13434.0,534.24,10,73,0
13435.0,3809.8900000000003,101,4,0
13436.0,196.89,12,1,0
13437.0,3408.06,167,13,0
13439.0,283.71,54,254,2
13441.0,296.64,13,91,0
13447.0,1129.14,59,22,0
13448.0,3539.37,195,16,0
13449.0,291.88,19,23,0
13450.0,2043.7199999999998,71,26,0
13452.0,590.0,2,258,2
13453.0,356.97999999999996,17,165,2
13455.0,1058.34,46,24,0
13456.0,1766.72,63,17,0
13460.0,183.44,17,28,0
13461.0,1445.0,27,38,0
13462.0,151.5,9,252,2
13464.0,674.68,41,57,0
13466.0,307.9,17,183,2
13467.0,1083.71,99,10,0
13470.0,165.0,10,98,0
13473.0,422.64,21,60,0
13474.0,229.59,64,235,2
13475.0,1431.78,86,190,0
13476.0,1238.47,58,178,0
13477.0,1454.58,79,37,0
13479.0,300.95,15,200,2
13481.0,1804.56,109,45,0
13482.0,184.64,11,231,2
13483.0,140.34,10,65,0
13484.0,313.8,8,240,2
13485.0,454.24,23,232,2
13486.0,1122.41,69,77,0
13487.0,575.4,34,57,0
13489.0,449.52,14,104,0
13491.0,1215.82,86,51,0
13492.0,1269.84,50,135,0
13493.0,618.63,8,274,2
13494.0,316.26000000000005,18,311,2
13495.0,2044.8700000000001,48,7,0
13496.0,653.33,35,10,0
13497.0,348.05,19,282,2
13499.0,1159.11,42,17,0
13500.0,1166.77,65,22,0
13501.0,1340.32,52,287,2
13502.0,292.0,18,16,0
13503.0,216.85,17,70,0
13504.0,295.93,22,63,0
13505.0,4393.63,215,72,0
13506.0,458.52,26,315,2
13507.0,2479.16,162,2,0
13508.0,110.97,12,243,2
13509.0,979.72,44,8,0
13510.0,1791.56,115,0,0
13512.0,251.21,15,260,2
13513.0,205.1,10,126,0
13514.0,152.20000000000002,4,73,0
13515.0,891.12,59,72,0
13516.0,1389.41,44,20,0
13517.0,2128.42,141,59,0
13518.0,659.4399999999999,38,85,0
13519.0,122.75,8,77,0
13520.0,3624.35,93,58,0
13522.0,125.80000000000001,5,29,0
13523.0,3964.88,172,32,0
13524.0,680.1800000000001,27,40,0
13525.0,628.78,6,14,0
13527.0,2287.51,223,33,0
13529.0,307.76,15,78,0
13531.0,483.8,22,204,2
13532.0,210.31,66,33,0
13533.0,270.79,76,182,0
13536.0,3448.29,179,0,0
13538.0,1280.85,25,42,0
13539.0,631.34,37,85,0
13544.0,291.41,87,39,0
13546.0,626.99,98,11,0
13548.0,682.41,124,95,0
13549.0,918.2,51,25,0
13551.0,91.80000000000001,4,318,2
13552.0,3740.07,109,65,0
13555.0,4149.28,136,73,0
13557.0,584.06,34,27,0
13558.0,605.06,175,5,0
13560.0,174.37,33,6,0
13561.0,141.85999999999999,14,215,2
13562.0,1799.33,82,81,0
13563.0,777.53,49,83,0
13564.0,1749.02,83,143,0
13565.0,240.22,38,18,0
13566.0,874.71,176,40,0
13568.0,192.85,44,172,2
13569.0,373.75,85,16,0
13570.0,239.49,27,242,2
13572.0,1384.25,33,205,2
13573.0,294.4,26,49,0
13575.0,732.0699999999999,46,22,0
13576.0,6717.34,126,9,0
13577.0,1687.6000000000001,83,24,0
13579.0,467.04,23,14,0
13581.0,118.0,10,308,2
13583.0,781.03,53,155,0
13584.0,142.4,24,306,2
13587.0,712.4,8,63,0
13588.0,2478.95,174,15,0
13589.0,379.65,21,14,0
13590.0,1981.92,87,10,0
13591.0,1117.13,58,64,0
13592.0,247.95999999999998,16,35,0
13593.0,2037.0800000000002,128,107,0
13594.0,396.97,26,52,0
13596.0,697.04,166,5,0
13598.0,180.17000000000002,40,46,0
13600.0,219.52,19,311,2
13601.0,693.32,99,44,0
13602.0,428.89,23,64,0
13603.0,164.34,27,25,0
13606.0,280.53999999999996,43,28,0
13607.0,678.01,98,39,0
13611.0,1171.8,74,88,0
13614.0,1610.46,201,23,0
13615.0,417.69,23,318,2
13617.0,544.18,44,39,0
13618.0,177.34,13,173,2
13621.0,213.85,19,116,0
13623.0,747.78,81,30,0
13626.0,257.23,19,252,2
13627.0,1638.47,92,58,0
13629.0,7792.36,59,22,0
13630.0,2031.78,71,4,0
13631.0,3070.42,11,99,0
13632.0,2121.27,146,24,0
